Local Time,Real Energy Into the Load
2025-Aug-14 19:45:00.000,3881140
2025-Aug-14 20:00:00.000,3881168
2025-Aug-14 20:15:00.000,3881195
2025-Aug-14 20:30:00.000,3881213
2025-Aug-14 20:45:00.000,3881241
2025-Aug-14 21:00:00.000,3881269
2025-Aug-14 21:15:00.000,3881297
2025-Aug-14 21:30:00.000,3881325
2025-Aug-14 21:45:00.000,3881353
2025-Aug-14 22:00:00.000,3881381
2025-Aug-14 22:15:00.000,3881408
2025-Aug-14 22:30:00.000,3881435
2025-Aug-14 22:45:00.000,3881462
2025-Aug-14 23:00:00.000,3881489
2025-Aug-14 23:15:00.000,3881517
2025-Aug-14 23:30:00.000,3881545
2025-Aug-14 23:45:00.000,3881571
2025-Aug-15 00:00:00.000,3881597
2025-Aug-15 00:15:00.000,3881624
2025-Aug-15 00:30:00.000,3881651
2025-Aug-15 00:45:00.000,3881678
2025-Aug-15 01:00:00.000,3881705
2025-Aug-15 01:15:00.000,3881732
2025-Aug-15 01:30:00.000,3881759
2025-Aug-15 01:45:00.000,3881786
2025-Aug-15 02:00:00.000,3881813
2025-Aug-15 02:15:00.000,3881840
2025-Aug-15 02:30:00.000,3881867
2025-Aug-15 02:45:00.000,3881894
2025-Aug-15 03:00:00.000,3881920
2025-Aug-15 03:15:00.000,3881946
2025-Aug-15 03:30:00.000,3881972
2025-Aug-15 03:45:00.000,3881998
2025-Aug-15 04:00:00.000,3882025
2025-Aug-15 04:15:00.000,3882052
2025-Aug-15 04:30:00.000,3882079
2025-Aug-15 04:45:00.000,3882106
2025-Aug-15 05:00:00.000,3882131
2025-Aug-15 05:15:00.000,3882157
2025-Aug-15 05:30:00.000,3882184
2025-Aug-15 05:45:00.000,3882210
2025-Aug-15 06:00:00.000,3882237
2025-Aug-15 06:15:00.000,3882263
2025-Aug-15 06:30:00.000,3882289
2025-Aug-15 06:45:00.000,3882307
2025-Aug-15 07:00:00.000,3882333
2025-Aug-15 07:15:00.000,3882360
2025-Aug-15 07:30:00.000,3882387
2025-Aug-15 07:45:00.000,3882414
2025-Aug-15 08:00:00.000,3882441
2025-Aug-15 08:15:00.000,3882469
2025-Aug-15 08:30:00.000,3882497
2025-Aug-15 08:45:00.000,3882526
2025-Aug-15 09:00:00.000,3882554
2025-Aug-15 09:15:00.000,3882583
2025-Aug-15 09:30:00.000,3882614
2025-Aug-15 09:45:00.000,3882644
2025-Aug-15 10:00:00.000,3882674
2025-Aug-15 10:15:00.000,3882705
2025-Aug-15 10:30:00.000,3882736
2025-Aug-15 10:45:00.000,3882768
2025-Aug-15 11:00:00.000,3882800
2025-Aug-15 11:15:00.000,3882833
2025-Aug-15 11:30:00.000,3882865
2025-Aug-15 11:45:00.000,3882897
2025-Aug-15 12:00:00.000,3882929
2025-Aug-15 12:15:00.000,3882961
2025-Aug-15 12:30:00.000,3882994
2025-Aug-15 12:45:00.000,3883026
2025-Aug-15 13:00:00.000,3883058
2025-Aug-15 13:15:00.000,3883091
2025-Aug-15 13:30:00.000,3883124
2025-Aug-15 13:45:00.000,3883155
2025-Aug-15 14:00:00.000,3883184
2025-Aug-15 14:15:00.000,3883213
2025-Aug-15 14:30:00.000,3883241
2025-Aug-15 14:45:00.000,3883268
2025-Aug-15 15:00:00.000,3883296
2025-Aug-15 15:15:00.000,3883324
2025-Aug-15 15:30:00.000,3883352
2025-Aug-15 15:45:00.000,3883379
2025-Aug-15 16:00:00.000,3883406
2025-Aug-15 16:15:00.000,3883433
2025-Aug-15 16:30:00.000,3883460
2025-Aug-15 16:45:00.000,3883487
2025-Aug-15 17:00:00.000,3883515
2025-Aug-15 17:15:00.000,3883542
2025-Aug-15 17:30:00.000,3883570
2025-Aug-15 17:45:00.000,3883589
2025-Aug-15 18:00:00.000,3883618
2025-Aug-15 18:15:00.000,3883646
2025-Aug-15 18:30:00.000,3883678
2025-Aug-15 18:45:00.000,3883711
2025-Aug-15 19:00:00.000,3883742
2025-Aug-15 19:15:00.000,3883773
2025-Aug-15 19:30:00.000,3883804
2025-Aug-15 19:45:00.000,3883835
2025-Aug-15 20:00:00.000,3883865
2025-Aug-15 20:15:00.000,3883896
2025-Aug-15 20:30:00.000,3883927
2025-Aug-15 20:45:00.000,3883958
2025-Aug-15 21:00:00.000,3883989
2025-Aug-15 21:15:00.000,3884019
2025-Aug-15 21:30:00.000,3884049
2025-Aug-15 21:45:00.000,3884079
2025-Aug-15 22:00:00.000,3884109
2025-Aug-15 22:15:00.000,3884140
2025-Aug-15 22:30:00.000,3884169
2025-Aug-15 22:45:00.000,3884199
2025-Aug-15 23:00:00.000,3884230
2025-Aug-15 23:15:00.000,3884260
2025-Aug-15 23:30:00.000,3884290
2025-Aug-15 23:45:00.000,3884320
2025-Aug-16 00:00:00.000,3884350
2025-Aug-16 00:15:00.000,3884380
2025-Aug-16 00:30:00.000,3884410
2025-Aug-16 00:45:00.000,3884440
2025-Aug-16 01:00:00.000,3884469
2025-Aug-16 01:15:00.000,3884499
2025-Aug-16 01:30:00.000,3884529
2025-Aug-16 01:45:00.000,3884558
2025-Aug-16 02:00:00.000,3884587
2025-Aug-16 02:15:00.000,3884616
2025-Aug-16 02:30:00.000,3884646
2025-Aug-16 02:45:00.000,3884675
2025-Aug-16 03:00:00.000,3884704
2025-Aug-16 03:15:00.000,3884733
2025-Aug-16 03:30:00.000,3884763
2025-Aug-16 03:45:00.000,3884792
2025-Aug-16 04:00:00.000,3884821
2025-Aug-16 04:15:00.000,3884850
2025-Aug-16 04:30:00.000,3884880
2025-Aug-16 04:45:00.000,3884909
2025-Aug-16 05:00:00.000,3884938
2025-Aug-16 05:15:00.000,3884968
2025-Aug-16 05:30:00.000,3884997
2025-Aug-16 05:45:00.000,3885026
2025-Aug-16 06:00:00.000,3885055
2025-Aug-16 06:15:00.000,3885085
2025-Aug-16 06:30:00.000,3885114
2025-Aug-16 06:45:00.000,3885133
2025-Aug-16 07:00:00.000,3885163
2025-Aug-16 07:15:00.000,3885191
2025-Aug-16 07:30:00.000,3885220
2025-Aug-16 07:45:00.000,3885249
2025-Aug-16 08:00:00.000,3885278
2025-Aug-16 08:15:00.000,3885307
2025-Aug-16 08:30:00.000,3885338
2025-Aug-16 08:45:00.000,3885369
2025-Aug-16 09:00:00.000,3885400
2025-Aug-16 09:15:00.000,3885430
2025-Aug-16 09:30:00.000,3885461
2025-Aug-16 09:45:00.000,3885492
2025-Aug-16 10:00:00.000,3885523
2025-Aug-16 10:15:00.000,3885554
2025-Aug-16 10:30:00.000,3885585
2025-Aug-16 10:45:00.000,3885616
2025-Aug-16 11:00:00.000,3885646
2025-Aug-16 11:15:00.000,3885677
2025-Aug-16 11:30:00.000,3885708
2025-Aug-16 11:45:00.000,3885739
2025-Aug-16 12:00:00.000,3885770
2025-Aug-16 12:15:00.000,3885800
2025-Aug-16 12:30:00.000,3885830
2025-Aug-16 12:45:00.000,3885861
2025-Aug-16 13:00:00.000,3885892
2025-Aug-16 13:15:00.000,3885924
2025-Aug-16 13:30:00.000,3885955
2025-Aug-16 13:45:00.000,3885987
2025-Aug-16 14:00:00.000,3886020
2025-Aug-16 14:15:00.000,3886052
2025-Aug-16 14:30:00.000,3886085
2025-Aug-16 14:45:00.000,3886118
2025-Aug-16 15:00:00.000,3886151
2025-Aug-16 15:15:00.000,3886183
2025-Aug-16 15:30:00.000,3886216
2025-Aug-16 15:45:00.000,3886248
2025-Aug-16 16:00:00.000,3886281
2025-Aug-16 16:15:00.000,3886315
2025-Aug-16 16:30:00.000,3886349
2025-Aug-16 16:45:00.000,3886381
2025-Aug-16 17:00:00.000,3886416
2025-Aug-16 17:15:00.000,3886448
2025-Aug-16 17:30:00.000,3886478
2025-Aug-16 17:45:00.000,3886499
2025-Aug-16 18:00:00.000,3886530
2025-Aug-16 18:15:00.000,3886560
2025-Aug-16 18:30:00.000,3886591
2025-Aug-16 18:45:00.000,3886621
2025-Aug-16 19:00:00.000,3886651
2025-Aug-16 19:15:00.000,3886680
2025-Aug-16 19:30:00.000,3886711
2025-Aug-16 19:45:00.000,3886740
2025-Aug-16 20:00:00.000,3886769
2025-Aug-16 20:15:00.000,3886798
2025-Aug-16 20:30:00.000,3886827
2025-Aug-16 20:45:00.000,3886857
2025-Aug-16 21:00:00.000,3886886
2025-Aug-16 21:15:00.000,3886914
2025-Aug-16 21:30:00.000,3886943
2025-Aug-16 21:45:00.000,3886971
2025-Aug-16 22:00:00.000,3886999
2025-Aug-16 22:15:00.000,3887026
2025-Aug-16 22:30:00.000,3887053
2025-Aug-16 22:45:00.000,3887080
2025-Aug-16 23:00:00.000,3887107
2025-Aug-16 23:15:00.000,3887134
2025-Aug-16 23:30:00.000,3887161
2025-Aug-16 23:45:00.000,3887188
2025-Aug-17 00:00:00.000,3887215
2025-Aug-17 00:15:00.000,3887242
2025-Aug-17 00:30:00.000,3887269
2025-Aug-17 00:45:00.000,3887296
2025-Aug-17 01:00:00.000,3887323
2025-Aug-17 01:15:00.000,3887350
2025-Aug-17 01:30:00.000,3887376
2025-Aug-17 01:45:00.000,3887403
2025-Aug-17 02:00:00.000,3887430
2025-Aug-17 02:15:00.000,3887457
2025-Aug-17 02:30:00.000,3887484
2025-Aug-17 02:45:00.000,3887511
2025-Aug-17 03:00:00.000,3887538
2025-Aug-17 03:15:00.000,3887565
2025-Aug-17 03:30:00.000,3887592
2025-Aug-17 03:45:00.000,3887619
2025-Aug-17 04:00:00.000,3887645
2025-Aug-17 04:15:00.000,3887672
2025-Aug-17 04:30:00.000,3887698
2025-Aug-17 04:45:00.000,3887716
2025-Aug-17 05:00:00.000,3887742
2025-Aug-17 05:15:00.000,3887769
2025-Aug-17 05:30:00.000,3887796
2025-Aug-17 05:45:00.000,3887822
2025-Aug-17 06:00:00.000,3887849
2025-Aug-17 06:15:00.000,3887876
2025-Aug-17 06:30:00.000,3887902
2025-Aug-17 06:45:00.000,3887928
2025-Aug-17 07:00:00.000,3887954
2025-Aug-17 07:15:00.000,3887981
2025-Aug-17 07:30:00.000,3888007
2025-Aug-17 07:45:00.000,3888034
2025-Aug-17 08:00:00.000,3888061
2025-Aug-17 08:15:00.000,3888089
2025-Aug-17 08:30:00.000,3888118
2025-Aug-17 08:45:00.000,3888147
2025-Aug-17 09:00:00.000,3888177
2025-Aug-17 09:15:00.000,3888207
2025-Aug-17 09:30:00.000,3888238
2025-Aug-17 09:45:00.000,3888268
2025-Aug-17 10:00:00.000,3888298
2025-Aug-17 10:15:00.000,3888327
2025-Aug-17 10:30:00.000,3888357
2025-Aug-17 10:45:00.000,3888386
2025-Aug-17 11:00:00.000,3888417
2025-Aug-17 11:15:00.000,3888448
2025-Aug-17 11:30:00.000,3888478
2025-Aug-17 11:45:00.000,3888508
2025-Aug-17 12:00:00.000,3888538
2025-Aug-17 12:15:00.000,3888568
2025-Aug-17 12:30:00.000,3888599
2025-Aug-17 12:45:00.000,3888628
2025-Aug-17 13:00:00.000,3888658
2025-Aug-17 13:15:00.000,3888687
2025-Aug-17 13:30:00.000,3888716
2025-Aug-17 13:45:00.000,3888745
2025-Aug-17 14:00:00.000,3888776
2025-Aug-17 14:15:00.000,3888807
2025-Aug-17 14:30:00.000,3888838
2025-Aug-17 14:45:00.000,3888869
2025-Aug-17 15:00:00.000,3888899
2025-Aug-17 15:15:00.000,3888929
2025-Aug-17 15:30:00.000,3888949
2025-Aug-17 15:45:00.000,3888979
2025-Aug-17 16:00:00.000,3889009
2025-Aug-17 16:15:00.000,3889039
2025-Aug-17 16:30:00.000,3889070
2025-Aug-17 16:45:00.000,3889101
2025-Aug-17 17:00:00.000,3889132
2025-Aug-17 17:15:00.000,3889163
2025-Aug-17 17:30:00.000,3889194
2025-Aug-17 17:45:00.000,3889224
2025-Aug-17 18:00:00.000,3889254
2025-Aug-17 18:15:00.000,3889283
2025-Aug-17 18:30:00.000,3889312
2025-Aug-17 18:45:00.000,3889342
2025-Aug-17 19:00:00.000,3889372
2025-Aug-17 19:15:00.000,3889402
2025-Aug-17 19:30:00.000,3889431
2025-Aug-17 19:45:00.000,3889460
2025-Aug-17 20:00:00.000,3889490
2025-Aug-17 20:15:00.000,3889520
2025-Aug-17 20:30:00.000,3889549
2025-Aug-17 20:45:00.000,3889578
2025-Aug-17 21:00:00.000,3889608
2025-Aug-17 21:15:00.000,3889637
2025-Aug-17 21:30:00.000,3889667
2025-Aug-17 21:45:00.000,3889696
2025-Aug-17 22:00:00.000,3889725
2025-Aug-17 22:15:00.000,3889755
2025-Aug-17 22:30:00.000,3889784
2025-Aug-17 22:45:00.000,3889813
2025-Aug-17 23:00:00.000,3889842
2025-Aug-17 23:15:00.000,3889872
2025-Aug-17 23:30:00.000,3889901
2025-Aug-17 23:45:00.000,3889931
2025-Aug-18 00:00:00.000,3889961
2025-Aug-18 00:15:00.000,3889991
2025-Aug-18 00:30:00.000,3890021
2025-Aug-18 00:45:00.000,3890052
2025-Aug-18 01:00:00.000,3890082
2025-Aug-18 01:15:00.000,3890102
2025-Aug-18 01:30:00.000,3890132
2025-Aug-18 01:45:00.000,3890162
2025-Aug-18 02:00:00.000,3890191
2025-Aug-18 02:15:00.000,3890220
2025-Aug-18 02:30:00.000,3890249
2025-Aug-18 02:45:00.000,3890279
2025-Aug-18 03:00:00.000,3890308
2025-Aug-18 03:15:00.000,3890337
2025-Aug-18 03:30:00.000,3890367
2025-Aug-18 03:45:00.000,3890396
2025-Aug-18 04:00:00.000,3890426
2025-Aug-18 04:15:00.000,3890455
2025-Aug-18 04:30:00.000,3890484
2025-Aug-18 04:45:00.000,3890514
2025-Aug-18 05:00:00.000,3890543
2025-Aug-18 05:15:00.000,3890572
2025-Aug-18 05:30:00.000,3890601
2025-Aug-18 05:45:00.000,3890629
2025-Aug-18 06:00:00.000,3890658
2025-Aug-18 06:15:00.000,3890686
2025-Aug-18 06:30:00.000,3890715
2025-Aug-18 06:45:00.000,3890744
2025-Aug-18 07:00:00.000,3890772
2025-Aug-18 07:15:00.000,3890800
2025-Aug-18 07:30:00.000,3890829
2025-Aug-18 07:45:00.000,3890857
2025-Aug-18 08:00:00.000,3890886
2025-Aug-18 08:15:00.000,3890915
2025-Aug-18 08:30:00.000,3890946
2025-Aug-18 08:45:00.000,3890977
2025-Aug-18 09:00:00.000,3891007
2025-Aug-18 09:15:00.000,3891045
2025-Aug-18 09:30:00.000,3891078
2025-Aug-18 09:45:00.000,3891112
2025-Aug-18 10:00:00.000,3891143
2025-Aug-18 10:15:00.000,3891175
2025-Aug-18 10:30:00.000,3891208
2025-Aug-18 10:45:00.000,3891244
2025-Aug-18 11:00:00.000,3891281
2025-Aug-18 11:15:00.000,3891316
2025-Aug-18 11:30:00.000,3891353
2025-Aug-18 11:45:00.000,3891389
2025-Aug-18 12:00:00.000,3891426
2025-Aug-18 12:15:00.000,3891450
2025-Aug-18 12:30:00.000,3891487
2025-Aug-18 12:45:00.000,3891523
2025-Aug-18 13:00:00.000,3891560
2025-Aug-18 13:15:00.000,3891597
2025-Aug-18 13:30:00.000,3891631
2025-Aug-18 13:45:00.000,3891666
2025-Aug-18 14:00:00.000,3891702
2025-Aug-18 14:15:00.000,3891741
2025-Aug-18 14:30:00.000,3891779
2025-Aug-18 14:45:00.000,3891818
2025-Aug-18 15:00:00.000,3891855
2025-Aug-18 15:15:00.000,3891891
2025-Aug-18 15:30:00.000,3891926
2025-Aug-18 15:45:00.000,3891963
2025-Aug-18 16:00:00.000,3891999
2025-Aug-18 16:15:00.000,3892035
2025-Aug-18 16:30:00.000,3892070
2025-Aug-18 16:45:00.000,3892105
2025-Aug-18 17:00:00.000,3892140
2025-Aug-18 17:15:00.000,3892177
2025-Aug-18 17:30:00.000,3892212
2025-Aug-18 17:45:00.000,3892249
2025-Aug-18 18:00:00.000,3892285
2025-Aug-18 18:15:00.000,3892320
2025-Aug-18 18:30:00.000,3892356
2025-Aug-18 18:45:00.000,3892392
2025-Aug-18 19:00:00.000,3892428
2025-Aug-18 19:15:00.000,3892465
2025-Aug-18 19:30:00.000,3892503
2025-Aug-18 19:45:00.000,3892540
2025-Aug-18 20:00:00.000,3892578
2025-Aug-18 20:15:00.000,3892614
2025-Aug-18 20:30:00.000,3892650
2025-Aug-18 20:45:00.000,3892691
2025-Aug-18 21:00:00.000,3892733
2025-Aug-18 21:15:00.000,3892772
2025-Aug-18 21:30:00.000,3892810
2025-Aug-18 21:45:00.000,3892849
2025-Aug-18 22:00:00.000,3892888
2025-Aug-18 22:15:00.000,3892926
2025-Aug-18 22:30:00.000,3892964
2025-Aug-18 22:45:00.000,3892989
2025-Aug-18 23:00:00.000,3893028
2025-Aug-18 23:15:00.000,3893065
2025-Aug-18 23:30:00.000,3893104
2025-Aug-18 23:45:00.000,3893143
2025-Aug-19 00:00:00.000,3893182
2025-Aug-19 00:15:00.000,3893220
2025-Aug-19 00:30:00.000,3893258
2025-Aug-19 00:45:00.000,3893296
2025-Aug-19 01:00:00.000,3893334
2025-Aug-19 01:15:00.000,3893371
2025-Aug-19 01:30:00.000,3893409
2025-Aug-19 01:45:00.000,3893447
2025-Aug-19 02:00:00.000,3893485
2025-Aug-19 02:15:00.000,3893523
2025-Aug-19 02:30:00.000,3893560
2025-Aug-19 02:45:00.000,3893598
2025-Aug-19 03:00:00.000,3893637
2025-Aug-19 03:15:00.000,3893675
2025-Aug-19 03:30:00.000,3893713
2025-Aug-19 03:45:00.000,3893750
2025-Aug-19 04:00:00.000,3893788
2025-Aug-19 04:15:00.000,3893825
2025-Aug-19 04:30:00.000,3893862
2025-Aug-19 04:45:00.000,3893899
2025-Aug-19 05:00:00.000,3893936
2025-Aug-19 05:15:00.000,3893974
2025-Aug-19 05:30:00.000,3894010
2025-Aug-19 05:45:00.000,3894047
2025-Aug-19 06:00:00.000,3894084
2025-Aug-19 06:15:00.000,3894120
2025-Aug-19 06:30:00.000,3894156
2025-Aug-19 06:45:00.000,3894190
2025-Aug-19 07:00:00.000,3894225
2025-Aug-19 07:15:00.000,3894262
2025-Aug-19 07:30:00.000,3894298
2025-Aug-19 07:45:00.000,3894335
2025-Aug-19 08:00:00.000,3894372
2025-Aug-19 08:15:00.000,3894409
2025-Aug-19 08:30:00.000,3894448
2025-Aug-19 08:45:00.000,3894487
2025-Aug-19 09:00:00.000,3894527
2025-Aug-19 09:15:00.000,3894568
2025-Aug-19 09:30:00.000,3894609
2025-Aug-19 09:45:00.000,3894638
2025-Aug-19 10:00:00.000,3894680
2025-Aug-19 10:15:00.000,3894722
2025-Aug-19 10:30:00.000,3894763
2025-Aug-19 10:45:00.000,3894804
2025-Aug-19 11:00:00.000,3894846
2025-Aug-19 11:15:00.000,3894889
2025-Aug-19 11:30:00.000,3894932
2025-Aug-19 11:45:00.000,3894973
2025-Aug-19 12:00:00.000,3895015
2025-Aug-19 12:15:00.000,3895059
2025-Aug-19 12:30:00.000,3895104
2025-Aug-19 12:45:00.000,3895147
2025-Aug-19 13:00:00.000,3895190
2025-Aug-19 13:15:00.000,3895234
2025-Aug-19 13:30:00.000,3895278
2025-Aug-19 13:45:00.000,3895320
2025-Aug-19 14:00:00.000,3895365
2025-Aug-19 14:15:00.000,3895412
2025-Aug-19 14:30:00.000,3895459
2025-Aug-19 14:45:00.000,3895504
2025-Aug-19 15:00:00.000,3895549
2025-Aug-19 15:15:00.000,3895593
2025-Aug-19 15:30:00.000,3895636
2025-Aug-19 15:45:00.000,3895677
2025-Aug-19 16:00:00.000,3895717
2025-Aug-19 16:15:00.000,3895759
2025-Aug-19 16:30:00.000,3895801
2025-Aug-19 16:45:00.000,3895842
2025-Aug-19 17:00:00.000,3895884
2025-Aug-19 17:15:00.000,3895926
2025-Aug-19 17:30:00.000,3895967
2025-Aug-19 17:45:00.000,3896007
2025-Aug-19 18:00:00.000,3896046
2025-Aug-19 18:15:00.000,3896084
2025-Aug-19 18:30:00.000,3896122
2025-Aug-19 18:45:00.000,3896158
2025-Aug-19 19:00:00.000,3896195
2025-Aug-19 19:15:00.000,3896233
2025-Aug-19 19:30:00.000,3896271
2025-Aug-19 19:45:00.000,3896308
2025-Aug-19 20:00:00.000,3896345
2025-Aug-19 20:15:00.000,3896382
2025-Aug-19 20:30:00.000,3896419
2025-Aug-19 20:45:00.000,3896456
2025-Aug-19 21:00:00.000,3896492
2025-Aug-19 21:15:00.000,3896528
2025-Aug-19 21:30:00.000,3896564
2025-Aug-19 21:45:00.000,3896588
2025-Aug-19 22:00:00.000,3896625
2025-Aug-19 22:15:00.000,3896661
2025-Aug-19 22:30:00.000,3896698
2025-Aug-19 22:45:00.000,3896735
2025-Aug-19 23:00:00.000,3896773
2025-Aug-19 23:15:00.000,3896810
2025-Aug-19 23:30:00.000,3896847
2025-Aug-19 23:45:00.000,3896886
2025-Aug-20 00:00:00.000,3896924
2025-Aug-20 00:15:00.000,3896962
2025-Aug-20 00:30:00.000,3896999
2025-Aug-20 00:45:00.000,3897037
2025-Aug-20 01:00:00.000,3897073
2025-Aug-20 01:15:00.000,3897111
2025-Aug-20 01:30:00.000,3897147
2025-Aug-20 01:45:00.000,3897184
2025-Aug-20 02:00:00.000,3897220
2025-Aug-20 02:15:00.000,3897257
2025-Aug-20 02:30:00.000,3897293
2025-Aug-20 02:45:00.000,3897329
2025-Aug-20 03:00:00.000,3897365
2025-Aug-20 03:15:00.000,3897401
2025-Aug-20 03:30:00.000,3897437
2025-Aug-20 03:45:00.000,3897473
2025-Aug-20 04:00:00.000,3897509
2025-Aug-20 04:15:00.000,3897545
2025-Aug-20 04:30:00.000,3897581
2025-Aug-20 04:45:00.000,3897616
2025-Aug-20 05:00:00.000,3897651
2025-Aug-20 05:15:00.000,3897686
2025-Aug-20 05:30:00.000,3897722
2025-Aug-20 05:45:00.000,3897757
2025-Aug-20 06:00:00.000,3897791
2025-Aug-20 06:15:00.000,3897825
2025-Aug-20 06:30:00.000,3897859
2025-Aug-20 06:45:00.000,3897893
2025-Aug-20 07:00:00.000,3897927
2025-Aug-20 07:15:00.000,3897961
2025-Aug-20 07:30:00.000,3897997
2025-Aug-20 07:45:00.000,3898021
2025-Aug-20 08:00:00.000,3898057
2025-Aug-20 08:15:00.000,3898094
2025-Aug-20 08:30:00.000,3898130
2025-Aug-20 08:45:00.000,3898168
2025-Aug-20 09:00:00.000,3898206
2025-Aug-20 09:15:00.000,3898244
2025-Aug-20 09:30:00.000,3898283
2025-Aug-20 09:45:00.000,3898321
2025-Aug-20 10:00:00.000,3898360
2025-Aug-20 10:15:00.000,3898399
2025-Aug-20 10:30:00.000,3898439
2025-Aug-20 10:45:00.000,3898478
2025-Aug-20 11:00:00.000,3898516
2025-Aug-20 11:15:00.000,3898554
2025-Aug-20 11:30:00.000,3898592
2025-Aug-20 11:45:00.000,3898631
2025-Aug-20 12:00:00.000,3898668
2025-Aug-20 12:15:00.000,3898706
2025-Aug-20 12:30:00.000,3898745
2025-Aug-20 12:45:00.000,3898784
2025-Aug-20 13:00:00.000,3898823
2025-Aug-20 13:15:00.000,3898861
2025-Aug-20 13:30:00.000,3898901
2025-Aug-20 13:45:00.000,3898939
2025-Aug-20 14:00:00.000,3898978
2025-Aug-20 14:15:00.000,3899017
2025-Aug-20 14:30:00.000,3899057
2025-Aug-20 14:45:00.000,3899096
2025-Aug-20 15:00:00.000,3899135
2025-Aug-20 15:15:00.000,3899175
2025-Aug-20 15:30:00.000,3899214
2025-Aug-20 15:45:00.000,3899252
2025-Aug-20 16:00:00.000,3899292
2025-Aug-20 16:15:00.000,3899333
2025-Aug-20 16:30:00.000,3899373
2025-Aug-20 16:45:00.000,3899413
2025-Aug-20 17:00:00.000,3899454
2025-Aug-20 17:15:00.000,3899494
2025-Aug-20 17:30:00.000,3899534
2025-Aug-20 17:45:00.000,3899570
2025-Aug-20 18:00:00.000,3899606
2025-Aug-20 18:15:00.000,3899642
2025-Aug-20 18:30:00.000,3899667
2025-Aug-20 18:45:00.000,3899705
2025-Aug-20 19:00:00.000,3899742
2025-Aug-20 19:15:00.000,3899780
2025-Aug-20 19:30:00.000,3899818
2025-Aug-20 19:45:00.000,3899856
2025-Aug-20 20:00:00.000,3899892
2025-Aug-20 20:15:00.000,3899929
2025-Aug-20 20:30:00.000,3899966
2025-Aug-20 20:45:00.000,3900004
2025-Aug-20 21:00:00.000,3900042
2025-Aug-20 21:15:00.000,3900079
2025-Aug-20 21:30:00.000,3900117
2025-Aug-20 21:45:00.000,3900154
2025-Aug-20 22:00:00.000,3900190
2025-Aug-20 22:15:00.000,3900229
2025-Aug-20 22:30:00.000,3900267
2025-Aug-20 22:45:00.000,3900305
2025-Aug-20 23:00:00.000,3900344
2025-Aug-20 23:15:00.000,3900381
2025-Aug-20 23:30:00.000,3900420
2025-Aug-20 23:45:00.000,3900457
2025-Aug-21 00:00:00.000,3900494
2025-Aug-21 00:15:00.000,3900530
2025-Aug-21 00:30:00.000,3900569
2025-Aug-21 00:45:00.000,3900605
2025-Aug-21 01:00:00.000,3900643
2025-Aug-21 01:15:00.000,3900679
2025-Aug-21 01:30:00.000,3900716
2025-Aug-21 01:45:00.000,3900752
2025-Aug-21 02:00:00.000,3900790
2025-Aug-21 02:15:00.000,3900827
2025-Aug-21 02:30:00.000,3900865
2025-Aug-21 02:45:00.000,3900902
2025-Aug-21 03:00:00.000,3900938
2025-Aug-21 03:15:00.000,3900976
2025-Aug-21 03:30:00.000,3901013
2025-Aug-21 03:45:00.000,3901050
2025-Aug-21 04:00:00.000,3901087
2025-Aug-21 04:15:00.000,3901124
2025-Aug-21 04:30:00.000,3901148
2025-Aug-21 04:45:00.000,3901184
2025-Aug-21 05:00:00.000,3901220
2025-Aug-21 05:15:00.000,3901256
2025-Aug-21 05:30:00.000,3901293
2025-Aug-21 05:45:00.000,3901329
2025-Aug-21 06:00:00.000,3901365
2025-Aug-21 06:15:00.000,3901402
2025-Aug-21 06:30:00.000,3901439
2025-Aug-21 06:45:00.000,3901475
2025-Aug-21 07:00:00.000,3901511
2025-Aug-21 07:15:00.000,3901548
2025-Aug-21 07:30:00.000,3901586
2025-Aug-21 07:45:00.000,3901624
2025-Aug-21 08:00:00.000,3901663
2025-Aug-21 08:15:00.000,3901702
2025-Aug-21 08:30:00.000,3901742
2025-Aug-21 08:45:00.000,3901782
2025-Aug-21 09:00:00.000,3901823
2025-Aug-21 09:15:00.000,3901864
2025-Aug-21 09:30:00.000,3901905
2025-Aug-21 09:45:00.000,3901947
2025-Aug-21 10:00:00.000,3901988
2025-Aug-21 10:15:00.000,3902026
2025-Aug-21 10:30:00.000,3902065
2025-Aug-21 10:45:00.000,3902106
2025-Aug-21 11:00:00.000,3902146
2025-Aug-21 11:15:00.000,3902187
2025-Aug-21 11:30:00.000,3902228
2025-Aug-21 11:45:00.000,3902268
2025-Aug-21 12:00:00.000,3902308
2025-Aug-21 12:15:00.000,3902347
2025-Aug-21 12:30:00.000,3902385
2025-Aug-21 12:45:00.000,3902423
2025-Aug-21 13:00:00.000,3902462
2025-Aug-21 13:15:00.000,3902501
2025-Aug-21 13:30:00.000,3902540
2025-Aug-21 13:45:00.000,3902579
2025-Aug-21 14:00:00.000,3902620
2025-Aug-21 14:15:00.000,3902662
2025-Aug-21 14:30:00.000,3902705
2025-Aug-21 14:45:00.000,3902748
2025-Aug-21 15:00:00.000,3902792
2025-Aug-21 15:15:00.000,3902821
2025-Aug-21 15:30:00.000,3902864
2025-Aug-21 15:45:00.000,3902905
2025-Aug-21 16:00:00.000,3902948
2025-Aug-21 16:15:00.000,3902990
2025-Aug-21 16:30:00.000,3903031
2025-Aug-21 16:45:00.000,3903072
2025-Aug-21 17:00:00.000,3903113
2025-Aug-21 17:15:00.000,3903152
2025-Aug-21 17:30:00.000,3903190
2025-Aug-21 17:45:00.000,3903227
